skill,model,accuracy,precision,recall,f1,majority_baseline_acc,positive_rate,pr_auc,roc_auc
linux,lightgbm,0.9201892744479495,0.3787610619469027,0.5799457994579946,0.4582441113490364,0.9417981072555205,0.0582018927444795,0.4511097249907378,0.8918782698126764
postgresql,catboost,0.9261829652996846,0.3444676409185804,0.5172413793103449,0.41353383458646614,0.9496845425867508,0.050315457413249214,0.3706691546985788,0.90371422070819
postgresql,xgboost,0.9293375394321767,0.35698447893569846,0.5047021943573667,0.41818181818181815,0.9496845425867508,0.050315457413249214,0.407347475230222,0.8994295826675601
postgresql,lightgbm,0.9115141955835963,0.31666666666666665,0.6551724137931034,0.42696629213483145,0.9496845425867508,0.050315457413249214,0.4044915408680067,0.9042575124993556
аналитическое мышление,catboost,0.8881703470031546,0.17504332755632582,0.3023952095808383,0.2217343578485181,0.9473186119873817,0.0526813880126183,0.172144963452913,0.7558544250161018
аналитическое мышление,xgboost,0.9113564668769716,0.2076923076923077,0.24251497005988024,0.22375690607734808,0.9473186119873817,0.0526813880126183,0.1596626472838473,0.7486345989340002
аналитическое мышление,lightgbm,0.887223974763407,0.19224555735056542,0.3562874251497006,0.2497376705141658,0.9473186119873817,0.0526813880126183,0.1673404146283061,0.7489516471552401
git,catboost,0.9392744479495269,0.3514285714285714,0.4377224199288256,0.3898573692551506,0.9556782334384858,0.044321766561514195,0.3306399416961811,0.8696468710115653
git,xgboost,0.940378548895899,0.3440514469453376,0.3807829181494662,0.3614864864864865,0.9556782334384858,0.044321766561514195,0.3267864570308091,0.8650168362231648
git,lightgbm,0.9211356466876972,0.2823061630218688,0.505338078291815,0.3622448979591837,0.9556782334384858,0.044321766561514195,0.327817981683593,0.8674695858459431
деловая коммуникация,catboost,0.907570977917981,0.17915904936014626,0.41702127659574467,0.2506393861892583,0.9629337539432177,0.03706624605678233,0.196293719269705,0.7960660079809015
деловая коммуникация,xgboost,0.9294952681388012,0.18263473053892215,0.25957446808510637,0.21441124780316345,0.9629337539432177,0.03706624605678233,0.1824177994351032,0.7880774391412688
деловая коммуникация,lightgbm,0.8900630914826498,0.14786585365853658,0.4127659574468085,0.21773288439955107,0.9629337539432177,0.03706624605678233,0.1812464675536396,0.7916444490912575
работа с большим объемом информации,catboost,0.9309148264984227,0.18439716312056736,0.2,0.1918819188191882,0.9589905362776026,0.04100946372239748,0.1494949144686961,0.7510494686234818
работа с большим объемом информации,xgboost,0.9238170347003155,0.18233618233618235,0.24615384615384617,0.20949263502454993,0.9589905362776026,0.04100946372239748,0.1653860975038338,0.7464378795546559
работа с большим объемом информации,lightgbm,0.9309148264984227,0.19310344827586207,0.2153846153846154,0.20363636363636364,0.9589905362776026,0.04100946372239748,0.1611077897642868,0.7579349063765183
