skill,model,accuracy,precision,recall,f1,majority_baseline_acc,positive_rate,pr_auc,roc_auc
1с: предприятие 8,xgboost,0.9244479495268139,0.1511879049676026,0.44871794871794873,0.22617124394184168,0.9753943217665615,0.024605678233438486,0.1897486853636471,0.8586918889110028
1с: предприятие 8,lightgbm,0.9353312302839116,0.16042780748663102,0.38461538461538464,0.22641509433962265,0.9753943217665615,0.024605678233438486,0.1722064644121728,0.8633031479085812
бизнес-анализ,catboost,0.9526813880126183,0.21551724137931033,0.2976190476190476,0.25,0.9735015772870662,0.026498422712933754,0.2142495607963568,0.8314884038514951
бизнес-анализ,xgboost,0.9473186119873817,0.1925925925925926,0.30952380952380953,0.2374429223744292,0.9735015772870662,0.026498422712933754,0.215016984145163,0.8522170979538932
бизнес-анализ,lightgbm,0.9629337539432177,0.25547445255474455,0.20833333333333334,0.22950819672131148,0.9735015772870662,0.026498422712933754,0.2053130485291609,0.8353923633614172
управление командой,catboost,0.9496845425867508,0.19318181818181818,0.3248407643312102,0.24228028503562946,0.9752365930599369,0.02476340694006309,0.2121524011376034,0.8227474964743063
управление командой,xgboost,0.9629337539432177,0.23648648648648649,0.2229299363057325,0.22950819672131148,0.9752365930599369,0.02476340694006309,0.2079727026177628,0.8101744973633274
управление командой,lightgbm,0.9654574132492113,0.26515151515151514,0.2229299363057325,0.2422145328719723,0.9752365930599369,0.02476340694006309,0.216215870387041,0.8035753468262576
разработка технических заданий,catboost,0.9476340694006309,0.13114754098360656,0.21052631578947367,0.16161616161616163,0.97602523659306,0.023974763406940065,0.1790763155156886,0.7462831286360697
разработка технических заданий,xgboost,0.9522082018927445,0.1583710407239819,0.23026315789473684,0.1876675603217158,0.97602523659306,0.023974763406940065,0.1809871686229901,0.7374226006191952
разработка технических заданий,lightgbm,0.9736593059936909,0.3728813559322034,0.14473684210526316,0.20853080568720378,0.97602523659306,0.023974763406940065,0.1826552268109018,0.7637048999761847
java,catboost,0.9796529968454258,0.5616438356164384,0.5578231292517006,0.5597269624573379,0.976813880126183,0.023186119873817034,0.5327803147861548,0.9432330335654364
java,xgboost,0.9801261829652996,0.5882352941176471,0.47619047619047616,0.5263157894736842,0.976813880126183,0.023186119873817034,0.5128034542271662,0.9346112738652702
java,lightgbm,0.9809148264984228,0.6274509803921569,0.43537414965986393,0.5140562248995983,0.976813880126183,0.023186119873817034,0.5187855201917815,0.9397454444396848
деловое общение,catboost,0.9623028391167192,0.20270270270270271,0.1986754966887417,0.20066889632107024,0.9761829652996845,0.023817034700315456,0.1492413321577447,0.7804329193324195
деловое общение,xgboost,0.9616719242902209,0.19333333333333333,0.19205298013245034,0.19269102990033224,0.9761829652996845,0.023817034700315456,0.1569546074111633,0.7730388993931767
деловое общение,lightgbm,0.9484227129337539,0.15079365079365079,0.25165562913907286,0.18858560794044665,0.9761829652996845,0.023817034700315456,0.1649788093042892,0.7910852302579132
